reporting_entity,facility_name,matched_cer_facility_name,type,state,year,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,controlling_corporation,is_summary,capacity_mw,fuel_source,accreditation_code,postcode,accreditation_start_date,approval_date,committed_date,project_status,merge_status,bd_2,bd_3,bd_4,bd_5,erp_17,erp_18,erp_19,erp_21,erp_22,erp_23,erp_f_10,erp_f_11,erp_f_12,erp_f_13,erp_f_14,erp_f_15,erp_f_16,erp_f_17,erp_f_18,erp_f_19,erp_f_20,erp_f_21,erp_f_22,erp_f_23,erp_f_24,erp_f_25,erp_f_26,erp_f_27,erp_f_28,erp_f_29,erp_f_2,erp_f_30,erp_f_31,erp_f_32,erp_f_33,erp_f_34,erp_f_35,erp_f_36,erp_f_37,erp_f_38,erp_f_3,erp_f_4,erp_f_5,erp_f_6,erp_f_7,erp_f_8,erp_f_9,erp_m_10,erp_m_11,erp_m_12,erp_m_13,erp_m_14,erp_m_15,erp_m_16,erp_m_17,erp_m_18,erp_m_19,erp_m_20,erp_m_21,erp_m_22,erp_m_23,erp_m_24,erp_m_25,erp_m_26,erp_m_27,erp_m_28,erp_m_29,erp_m_2,erp_m_30,erp_m_31,erp_m_32,erp_m_33,erp_m_34,erp_m_35,erp_m_36,erp_m_37,erp_m_38,erp_m_3,erp_m_4,erp_m_5,erp_m_6,erp_m_7,erp_m_8,erp_m_9,erp_p_10,erp_p_11,erp_p_12,erp_p_13,erp_p_14,erp_p_15,erp_p_16,erp_p_17,erp_p_18,erp_p_19,erp_p_20,erp_p_21,erp_p_22,erp_p_23,erp_p_24,erp_p_25,erp_p_26,erp_p_27,erp_p_28,erp_p_29,erp_p_2,erp_p_30,erp_p_31,erp_p_32,erp_p_33,erp_p_34,erp_p_35,erp_p_36,erp_p_37,erp_p_38,erp_p_3,erp_p_4,erp_p_5,erp_p_6,erp_p_7,erp_p_8,erp_p_9,ing_1564,ing_alc1,ing_alc2,ing_cultid,ing_disab1,ing_disab2,ing_disab3,ing_disab4,ing_disab5,ing_disab6,ing_disab7,ing_eetp1,ing_eetp2,ing_eetp3,ing_eetph1,ing_eetph2,ing_eetph3,ing_emp1,ing_emp2,ing_emp3,ing_erp_f,ing_erp_m,ing_erp_p,ing_f014,ing_f1524,ing_f2534,ing_f3544,ing_f4554,ing_f55over,ing_heap1,ing_heap2,ing_heap3,ing_hltc1,ing_hltc2,ing_hltc3,ing_hmlss1,ing_hmlss2,ing_hosd10,ing_hosd11,ing_hosd1,ing_hosd2,ing_hosd3,ing_hosd4,ing_hosd5,ing_hosd6,ing_hosd7,ing_hosd8,ing_hosd9,ing_labf,ing_lang1,ing_lang2,ing_lfpr,ing_lfsp1,ing_lfsp2,ing_lfsp3,ing_lthc1,ing_lthc2,ing_lthc3,ing_lthc4,ing_lthc5,ing_lthc6,ing_m014,ing_m1524,ing_m2534,ing_m3544,ing_m4554,ing_m55over,ing_ma_f,ing_ma_m,ing_ma_p,ing_nilf,ing_p014,ing_p1524,ing_p2534,ing_p3544,ing_p4554,ing_p55over,ing_sahlth,ing_smk1,ing_smk2,ing_ttype1,ing_ttype2,ing_ttype3,ing_ttype4,ing_ua1,ing_ua2,ing_unemp1,ing_unemp2,ing_upcc1,ing_upcc2,ing_upcc3,ing_upcc4,ing_upcc5,ing_upcc6,ing_upcc7,ing_upcc8,ing_usp1,ing_usp2,ing_usp3,ing_usp4,ing_volwp1,ing_volwp2,ing_wa1,ing_wa2,ing_yr12c3p1,ing_yr12c3p2,ing_yr12c3p3,land,pension_3,pension_4,pension_5
SUNSET POWER INTERNATIONAL PTY LTD,Vales Point Power Station,Vales Point Solar Farm,F,NSW,2018,29025803.0,8062723.0,6966897.0,48729.0,7015626,0.86,On,NEM,Black Coal,,False,62.0,Solar,,,,,,probable,matched,107343.0,1.79,53633.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEN AUSTRALIA PTY LTD,New England Solar Farm,New England Solar Farm - Stage 2,F,NSW,2024,2960424.0,822340.0,53.0,4108.0,4161,0.0,On,NEM,Solar,,False,320.0,Solar,,,,,2023-07-01,committed,matched,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8479314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,19029.0,6839.0
NEOEN AUSTRALIA PTY. LTD.,BULGANA GREEN POWER HUB,Kentbruck Green Power Hub,F,VIC,2024,1863871.0,517742.0,217.0,5414.0,5631,0.0,On,NEM,Wind,,False,600.0,Wind,,,,,,probable,matched,,,,,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6978719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,12989.0,4237.0
SEV.EN GLOBAL INVESTMENTS PTY LTD,Vales Point Power Station,Vales Point Solar Farm,F,NSW,2024,26137136.0,7260315.0,7043816.0,68147.0,7111963,0.97,On,NEM,Black Coal,,False,62.0,Solar,,,,,,probable,matched,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8479314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,19029.0,6839.0
SQUADRON WIND ENERGY ASSETS PTY LTD,Clarke Creek Wind Farm,Clarke Creek Wind Farm Stage 2,F,QLD,2024,5552.0,1542.0,13214.0,0.0,13214,8.57,On,NEM,Wind,,False,704.0,Wind,,,,,,probable,matched,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5583833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.0,20113.0,6107.0
,Vales Point Power Station,Vales Point Solar Farm,F,NSW,2016,13577741.0,3771595.0,3087615.0,43060.0,3130675,0.82,On,NEM,Black Coal,DELTA ELECTRICITY,False,62.0,Solar,,,,,,probable,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
,Bell Bay Thermal Power Station,Bell Bay Wind Farm,F,TAS,2016,543.0,151.0,760.0,41.0,801,5.04,On,NEM,Gas,HYDRO-ELECTRIC CORPORATION,False,224.0,Wind,,,,,,probable,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14098.0,,,,,,,,,,,41.1,21.2,37.7,2557.0,62.4,4096.0,7642.0,87.0,54.2,,,,,,,,,,1288.0,47.0,2739.0,,,,130.0,8.0,0.0,20490.0,18418.0,89.9,1701.0,8.3,293.0,1.4,66.0,0.3,9.0,8782.0,0.3,99.1,62.3,5810.0,59.0,9851.0,,,,,,,,,,,,,,,,37.7,,,,,,,,,,11209.0,51.0,9909.0,45.1,2279.0,14.4,1143.0,13.0,3622.0,22.9,1369.0,8.7,5213.0,33.0,9800.0,62.1,,,,,2778.0,17.6,,,1142.0,62.7,1822.0,,,,
,Port Latta (Temp Diesel),Port Latta Wind Farm,F,TAS,2016,19236.0,5343.0,3884.0,3.0,3887,0.73,On,NEM,Diesel,HYDRO-ELECTRIC CORPORATION,False,25.0,Wind,,,,,2025-04-01,committed,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14098.0,,,,,,,,,,,41.1,21.2,37.7,2557.0,62.4,4096.0,7642.0,87.0,54.2,,,,,,,,,,1288.0,47.0,2739.0,,,,130.0,8.0,0.0,20490.0,18418.0,89.9,1701.0,8.3,293.0,1.4,66.0,0.3,9.0,8782.0,0.3,99.1,62.3,5810.0,59.0,9851.0,,,,,,,,,,,,,,,,37.7,,,,,,,,,,11209.0,51.0,9909.0,45.1,2279.0,14.4,1143.0,13.0,3622.0,22.9,1369.0,8.7,5213.0,33.0,9800.0,62.1,,,,,2778.0,17.6,,,1142.0,62.7,1822.0,,,,
SUNSET POWER INTERNATIONAL PTY LTD,Vales Point Power Station,Vales Point Solar Farm,F,NSW,2017,29270573.0,8130715.0,6903384.0,37724.0,6941108,0.85,On,NEM,Black Coal,,False,62.0,Solar,,,,,,probable,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELTA ELECTRICITY,Vales Point Power Station,Vales Point Solar Farm,F,NSW,2015,24972675.0,6936854.0,6020229.0,47711.0,6067940,0.87,On,NEM,Black Coal,,False,62.0,Solar,,,,,,probable,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107099.0,77.3,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,26.4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,83789.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,,F,SA,2020,555151.0,154209.0,50.0,95.0,145,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,18526.0,1.63,13607.0,5.3,63.5,1137170.0,39.2,1.8,41.5,40.3,53662.0,57177.0,57234.0,59386.0,57242.0,51934.0,46867.0,32996.0,24122.0,28293.0,905890.0,5.3,5.7,5.7,5.5,6.2,6.6,6.7,6.6,5.9,47999.0,6.3,6.3,6.6,6.3,5.7,5.2,3.6,2.7,3.1,51695.0,52052.0,49548.0,55724.0,59467.0,60773.0,59719.0,52523.0,56519.0,55944.0,57178.0,53347.0,47980.0,43265.0,29299.0,19582.0,17591.0,884465.0,5.7,6.2,6.2,5.9,6.8,6.9,6.8,6.6,5.9,50354.0,6.4,6.3,6.5,6.0,5.4,4.9,3.3,2.2,2.0,54519.0,54637.0,52390.0,59903.0,60713.0,59953.0,58768.0,106185.0,113696.0,113178.0,116564.0,110589.0,99914.0,90132.0,62295.0,43704.0,45884.0,1790355.0,5.5,5.9,6.0,5.7,6.5,6.7,6.7,6.6,5.9,98353.0,6.4,6.3,6.5,6.2,5.6,5.0,3.5,2.4,2.6,106214.0,106689.0,101938.0,115627.0,120180.0,120726.0,118487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,8267.0,2821.0
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,,F,NSW,2020,636185.0,176718.0,45.0,143.0,188,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,95459.0,1.76,52485.0,5.2,64.8,5255515.0,37.2,10.1,39.0,38.1,257525.0,266456.0,246041.0,253282.0,237116.0,208404.0,182150.0,130194.0,94962.0,107646.0,4079900.0,5.8,6.0,6.0,5.5,6.3,7.2,7.4,7.1,6.3,235778.0,6.5,6.0,6.2,5.8,5.1,4.5,3.2,2.3,2.6,246598.0,243524.0,224626.0,258376.0,294737.0,302029.0,290456.0,253126.0,261043.0,238082.0,244232.0,223003.0,195022.0,173785.0,120201.0,79230.0,67660.0,4030710.0,6.2,6.5,6.4,6.0,6.8,7.4,7.4,7.2,6.3,250224.0,6.5,5.9,6.1,5.5,4.8,4.3,3.0,2.0,1.7,261782.0,257935.0,241491.0,276091.0,299182.0,299129.0,289492.0,510651.0,527499.0,484123.0,497514.0,460119.0,403426.0,355935.0,250395.0,174192.0,175306.0,8110610.0,6.0,6.3,6.2,5.7,6.6,7.3,7.4,7.2,6.3,486002.0,6.5,6.0,6.1,5.7,5.0,4.4,3.1,2.1,2.2,508380.0,501459.0,466117.0,534467.0,593919.0,601158.0,579948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,24495.0,11681.0
ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,,F,VIC,2020,1086174.0,301715.0,49.0,308.0,357,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,73543.0,1.55,41093.0,5.1,66.0,4365870.0,36.4,29.1,38.2,37.3,213034.0,219276.0,204913.0,200134.0,185876.0,163115.0,142468.0,100174.0,74315.0,84073.0,3341372.0,5.8,6.0,5.8,5.4,6.6,7.7,7.9,7.4,6.4,192226.0,6.6,6.1,6.0,5.6,4.9,4.3,3.0,2.2,2.5,199227.0,192458.0,181521.0,221289.0,256318.0,263622.0,247333.0,209348.0,210083.0,195684.0,189586.0,172421.0,149334.0,131200.0,90306.0,60919.0,52652.0,3273674.0,6.2,6.4,6.2,5.9,7.3,8.0,7.9,7.5,6.4,202936.0,6.4,6.0,5.8,5.3,4.6,4.0,2.8,1.9,1.6,210533.0,203240.0,192616.0,238531.0,262371.0,257653.0,244261.0,422382.0,429359.0,400597.0,389720.0,358297.0,312449.0,273668.0,190480.0,135234.0,136725.0,6615046.0,6.0,6.2,6.0,5.7,7.0,7.8,7.9,7.4,6.4,395162.0,6.5,6.1,5.9,5.4,4.7,4.1,2.9,2.0,2.1,409760.0,395698.0,374137.0,459820.0,518689.0,521275.0,491594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,16748.0,7198.0
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,,F,VIC,2020,2414107.0,670585.0,139.0,452.0,591,0.0,On,NEM,Wind,,False,,,,,,,,,nger_only,73543.0,1.55,41093.0,5.1,66.0,4365870.0,36.4,29.1,38.2,37.3,213034.0,219276.0,204913.0,200134.0,185876.0,163115.0,142468.0,100174.0,74315.0,84073.0,3341372.0,5.8,6.0,5.8,5.4,6.6,7.7,7.9,7.4,6.4,192226.0,6.6,6.1,6.0,5.6,4.9,4.3,3.0,2.2,2.5,199227.0,192458.0,181521.0,221289.0,256318.0,263622.0,247333.0,209348.0,210083.0,195684.0,189586.0,172421.0,149334.0,131200.0,90306.0,60919.0,52652.0,3273674.0,6.2,6.4,6.2,5.9,7.3,8.0,7.9,7.5,6.4,202936.0,6.4,6.0,5.8,5.3,4.6,4.0,2.8,1.9,1.6,210533.0,203240.0,192616.0,238531.0,262371.0,257653.0,244261.0,422382.0,429359.0,400597.0,389720.0,358297.0,312449.0,273668.0,190480.0,135234.0,136725.0,6615046.0,6.0,6.2,6.0,5.7,7.0,7.8,7.9,7.4,6.4,395162.0,6.5,6.1,5.9,5.4,4.7,4.1,2.9,2.0,2.1,409760.0,395698.0,374137.0,459820.0,518689.0,521275.0,491594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,16748.0,7198.0
ACCIONA ENERGY OCEANIA PTY LTD,Corporate Total,,C,,2020,4691617.0,1303227.0,283.0,998.0,1281,,,,,,True,,,,,,,,,nger_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANI RENEWABLE ASSET HOLDINGS PTY LTD,Adani Rugby Run Solar Farm,,F,QLD,2020,589185.0,163662.0,0.0,0.0,0,0.0,On,NEM,Solar,,False,,,,,,,,,nger_only,59490.0,1.72,31367.0,5.3,64.7,3341746.0,37.2,3.0,38.7,37.9,166906.0,177216.0,164097.0,163639.0,148597.0,131185.0,115655.0,79872.0,53460.0,56662.0,2607075.0,5.7,6.3,6.4,5.9,6.4,7.0,7.0,6.9,6.4,149449.0,6.8,6.3,6.3,5.7,5.0,4.4,3.1,2.1,2.2,164156.0,167629.0,153830.0,167911.0,183037.0,182717.0,181057.0,158637.0,171954.0,157975.0,156379.0,141074.0,124947.0,112067.0,75830.0,46562.0,36003.0,2558538.0,6.2,6.8,7.0,6.3,6.7,7.1,6.9,6.8,6.2,158375.0,6.7,6.2,6.1,5.5,4.9,4.4,3.0,1.8,1.4,173354.0,178661.0,161984.0,171777.0,181197.0,177215.0,174547.0,325543.0,349170.0,322072.0,320018.0,289671.0,256132.0,227722.0,155702.0,100022.0,92665.0,5165613.0,6.0,6.5,6.7,6.1,6.6,7.1,7.0,6.9,6.3,307824.0,6.8,6.2,6.2,5.6,5.0,4.4,3.0,1.9,1.8,337510.0,346290.0,315814.0,339688.0,364234.0,359932.0,355604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310.0,24195.0,8590.0
AGL ENERGY LIMITED,Banimboola Hydro,,F,VIC,2020,126183.0,35051.0,8.0,39.0,47,0.0,On,NEM,Hydro,,False,,,,,,,,,nger_only,73543.0,1.55,41093.0,5.1,66.0,4365870.0,36.4,29.1,38.2,37.3,213034.0,219276.0,204913.0,200134.0,185876.0,163115.0,142468.0,100174.0,74315.0,84073.0,3341372.0,5.8,6.0,5.8,5.4,6.6,7.7,7.9,7.4,6.4,192226.0,6.6,6.1,6.0,5.6,4.9,4.3,3.0,2.2,2.5,199227.0,192458.0,181521.0,221289.0,256318.0,263622.0,247333.0,209348.0,210083.0,195684.0,189586.0,172421.0,149334.0,131200.0,90306.0,60919.0,52652.0,3273674.0,6.2,6.4,6.2,5.9,7.3,8.0,7.9,7.5,6.4,202936.0,6.4,6.0,5.8,5.3,4.6,4.0,2.8,1.9,1.6,210533.0,203240.0,192616.0,238531.0,262371.0,257653.0,244261.0,422382.0,429359.0,400597.0,389720.0,358297.0,312449.0,273668.0,190480.0,135234.0,136725.0,6615046.0,6.0,6.2,6.0,5.7,7.0,7.8,7.9,7.4,6.4,395162.0,6.5,6.1,5.9,5.4,4.7,4.1,2.9,2.0,2.1,409760.0,395698.0,374137.0,459820.0,518689.0,521275.0,491594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,16748.0,7198.0
AGL ENERGY LIMITED,Barker Inlet Power Station,,F,SA,2020,901686.0,250468.0,110595.0,1553.0,112148,0.44,On,NEM,Gas,,False,,,,,,,,,nger_only,18526.0,1.63,13607.0,5.3,63.5,1137170.0,39.2,1.8,41.5,40.3,53662.0,57177.0,57234.0,59386.0,57242.0,51934.0,46867.0,32996.0,24122.0,28293.0,905890.0,5.3,5.7,5.7,5.5,6.2,6.6,6.7,6.6,5.9,47999.0,6.3,6.3,6.6,6.3,5.7,5.2,3.6,2.7,3.1,51695.0,52052.0,49548.0,55724.0,59467.0,60773.0,59719.0,52523.0,56519.0,55944.0,57178.0,53347.0,47980.0,43265.0,29299.0,19582.0,17591.0,884465.0,5.7,6.2,6.2,5.9,6.8,6.9,6.8,6.6,5.9,50354.0,6.4,6.3,6.5,6.0,5.4,4.9,3.3,2.2,2.0,54519.0,54637.0,52390.0,59903.0,60713.0,59953.0,58768.0,106185.0,113696.0,113178.0,116564.0,110589.0,99914.0,90132.0,62295.0,43704.0,45884.0,1790355.0,5.5,5.9,6.0,5.7,6.5,6.7,6.7,6.6,5.9,98353.0,6.4,6.3,6.5,6.2,5.6,5.0,3.5,2.4,2.6,106214.0,106689.0,101938.0,115627.0,120180.0,120726.0,118487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,8267.0,2821.0
AGL ENERGY LIMITED,Bayswater Power Station,,F,NSW,2020,56724062.0,15756684.0,14013621.0,24693.0,14038314,0.89,On,NEM,Black Coal,,False,,,,,,,,,nger_only,95459.0,1.76,52485.0,5.2,64.8,5255515.0,37.2,10.1,39.0,38.1,257525.0,266456.0,246041.0,253282.0,237116.0,208404.0,182150.0,130194.0,94962.0,107646.0,4079900.0,5.8,6.0,6.0,5.5,6.3,7.2,7.4,7.1,6.3,235778.0,6.5,6.0,6.2,5.8,5.1,4.5,3.2,2.3,2.6,246598.0,243524.0,224626.0,258376.0,294737.0,302029.0,290456.0,253126.0,261043.0,238082.0,244232.0,223003.0,195022.0,173785.0,120201.0,79230.0,67660.0,4030710.0,6.2,6.5,6.4,6.0,6.8,7.4,7.4,7.2,6.3,250224.0,6.5,5.9,6.1,5.5,4.8,4.3,3.0,2.0,1.7,261782.0,257935.0,241491.0,276091.0,299182.0,299129.0,289492.0,510651.0,527499.0,484123.0,497514.0,460119.0,403426.0,355935.0,250395.0,174192.0,175306.0,8110610.0,6.0,6.3,6.2,5.7,6.6,7.3,7.4,7.2,6.3,486002.0,6.5,6.0,6.1,5.7,5.0,4.4,3.1,2.1,2.2,508380.0,501459.0,466117.0,534467.0,593919.0,601158.0,579948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,24495.0,11681.0
AGL ENERGY LIMITED,Bogong Power Station,,F,VIC,2020,302433.0,84009.0,79.0,585.0,664,0.0,On,NEM,Hydro,,False,,,,,,,,,nger_only,73543.0,1.55,41093.0,5.1,66.0,4365870.0,36.4,29.1,38.2,37.3,213034.0,219276.0,204913.0,200134.0,185876.0,163115.0,142468.0,100174.0,74315.0,84073.0,3341372.0,5.8,6.0,5.8,5.4,6.6,7.7,7.9,7.4,6.4,192226.0,6.6,6.1,6.0,5.6,4.9,4.3,3.0,2.2,2.5,199227.0,192458.0,181521.0,221289.0,256318.0,263622.0,247333.0,209348.0,210083.0,195684.0,189586.0,172421.0,149334.0,131200.0,90306.0,60919.0,52652.0,3273674.0,6.2,6.4,6.2,5.9,7.3,8.0,7.9,7.5,6.4,202936.0,6.4,6.0,5.8,5.3,4.6,4.0,2.8,1.9,1.6,210533.0,203240.0,192616.0,238531.0,262371.0,257653.0,244261.0,422382.0,429359.0,400597.0,389720.0,358297.0,312449.0,273668.0,190480.0,135234.0,136725.0,6615046.0,6.0,6.2,6.0,5.7,7.0,7.8,7.9,7.4,6.4,395162.0,6.5,6.1,5.9,5.4,4.7,4.1,2.9,2.0,2.1,409760.0,395698.0,374137.0,459820.0,518689.0,521275.0,491594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,16748.0,7198.0
AGL ENERGY LIMITED,Broken Hill Solar Plant,,F,NSW,2020,299498.0,83194.0,78.0,395.0,473,0.0,On,NEM,Solar,,False,,,,,,,,,nger_only,95459.0,1.76,52485.0,5.2,64.8,5255515.0,37.2,10.1,39.0,38.1,257525.0,266456.0,246041.0,253282.0,237116.0,208404.0,182150.0,130194.0,94962.0,107646.0,4079900.0,5.8,6.0,6.0,5.5,6.3,7.2,7.4,7.1,6.3,235778.0,6.5,6.0,6.2,5.8,5.1,4.5,3.2,2.3,2.6,246598.0,243524.0,224626.0,258376.0,294737.0,302029.0,290456.0,253126.0,261043.0,238082.0,244232.0,223003.0,195022.0,173785.0,120201.0,79230.0,67660.0,4030710.0,6.2,6.5,6.4,6.0,6.8,7.4,7.4,7.2,6.3,250224.0,6.5,5.9,6.1,5.5,4.8,4.3,3.0,2.0,1.7,261782.0,257935.0,241491.0,276091.0,299182.0,299129.0,289492.0,510651.0,527499.0,484123.0,497514.0,460119.0,403426.0,355935.0,250395.0,174192.0,175306.0,8110610.0,6.0,6.3,6.2,5.7,6.6,7.3,7.4,7.2,6.3,486002.0,6.5,6.0,6.1,5.7,5.0,4.4,3.1,2.1,2.2,508380.0,501459.0,466117.0,534467.0,593919.0,601158.0,579948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,24495.0,11681.0
